age,daily_rate,distance_from_home,education,employee_number,environment_satisfaction,hourly_rate,job_involvement,job_level,job_satisfaction,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,business_travel_non-_travel,business_travel_travel_frequently,business_travel_travel_rarely,department_human _resources,department_research & _development,department_sales,education_field_human _resources,education_field_life _sciences,education_field_marketing,education_field_medical,education_field_other,education_field_technical _degree,gender_female,gender_male,job_role_healthcare _representative,job_role_human _resources,job_role_laboratory _technician,job_role_manager,job_role_manufacturing _director,job_role_research _director,job_role_research _scientist,job_role_sales _executive,job_role_sales _representative,marital_status_divorced,marital_status_married,marital_status_single,over_time_no,over_time_yes,attrition,rate_avg
26,471,24,3,622,3,66,1,1,4,23213,1,18,3,2,0,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,7916.67
37,799,1,3,623,2,59,3,3,4,23848,4,17,3,4,0,12,3,4,6,5,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,8235.33
46,1034,18,1,624,1,86,3,3,3,8984,5,11,3,4,0,28,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3368.0
41,1276,2,5,625,2,91,3,4,1,5626,7,16,3,2,1,22,2,3,18,16,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2331.0
37,142,9,4,626,1,69,3,3,2,24666,1,13,3,4,1,9,6,3,9,5,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8292.33
52,956,6,2,630,4,78,3,2,1,22087,3,12,3,2,2,18,3,3,10,9,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7707.0
32,1474,11,4,631,4,60,4,2,3,23914,8,12,3,4,0,6,2,3,4,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,8482.67
24,535,24,3,632,4,38,3,1,4,5530,0,13,3,3,2,3,3,3,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2034.33
38,1495,10,3,634,3,76,3,2,3,22174,3,19,3,3,1,18,4,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7915.0
37,446,1,4,635,2,65,3,2,2,15701,6,12,3,2,1,8,2,2,6,5,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5404.0
49,1245,18,4,638,4,58,2,5,3,2125,1,17,3,3,1,31,5,3,31,9,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1142.67
24,691,23,3,639,2,89,4,1,4,21630,1,11,3,2,2,6,3,3,6,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7470.0
26,703,28,2,641,1,66,3,2,2,7428,1,20,4,4,2,6,5,4,5,3,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2732.33
24,823,17,2,643,4,94,2,1,2,9100,1,21,4,4,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3339.0
50,1246,3,3,644,1,99,3,5,2,7999,1,11,3,3,1,32,2,3,32,5,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3114.67
25,622,13,1,645,2,40,3,1,3,26376,1,11,3,3,0,7,1,3,7,4,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9012.67
24,1287,7,3,647,1,55,3,1,3,14168,1,16,3,4,1,6,4,3,6,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,5170.0
30,448,12,4,648,2,74,2,1,1,14470,1,18,3,3,1,1,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4997.33
34,254,1,2,649,2,83,2,1,4,22794,1,13,3,4,1,6,3,3,6,5,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7710.33
31,1365,13,4,650,2,46,3,2,1,11512,2,17,3,3,0,9,2,1,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4307.67
35,538,25,2,652,1,54,2,2,4,14004,4,14,3,4,0,9,3,3,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4865.33
31,525,6,4,653,1,66,4,2,4,6219,4,22,4,4,2,13,4,4,7,7,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2270.0
27,798,6,4,655,1,66,2,1,3,5013,0,12,3,3,2,6,5,2,5,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1959.0
37,558,2,3,656,4,75,3,2,3,3010,4,11,3,3,1,17,3,2,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1214.33
20,959,1,3,657,4,83,2,1,2,11757,1,13,3,4,0,1,0,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4266.33
42,622,2,4,659,3,81,3,2,4,5718,1,13,3,2,2,10,4,3,10,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2140.33
43,782,6,4,661,2,50,2,4,4,2671,4,14,3,3,1,21,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1167.67
38,362,1,1,662,3,43,3,1,1,14561,3,17,3,4,0,8,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4988.67
43,1001,9,5,663,4,72,3,2,3,19627,3,13,3,2,1,10,3,3,8,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6900.0
48,1236,1,4,664,4,40,2,4,1,17997,7,11,3,1,1,21,3,1,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6424.33
44,1112,1,4,665,1,50,2,2,3,26894,4,11,3,2,0,10,1,4,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9352.0
34,204,14,3,666,3,31,3,1,3,2912,1,18,3,4,2,8,3,3,8,2,6,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1049.0
27,1420,2,1,667,3,85,3,1,1,16346,0,11,3,2,1,5,3,3,4,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,5950.33
21,1343,22,1,669,3,49,3,1,3,24444,1,11,3,3,0,3,2,3,3,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,8612.0
44,1315,3,4,671,4,35,3,5,4,9358,4,12,3,1,1,26,2,4,2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3569.33
22,604,6,1,675,1,69,3,1,3,12145,0,20,4,4,0,3,3,3,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4272.67
33,1216,8,4,677,3,39,3,2,3,20431,0,12,3,4,0,6,3,3,5,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7228.67
32,646,9,4,679,1,92,3,2,4,18089,1,12,3,4,1,6,2,2,6,4,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6275.67
30,160,3,3,680,3,71,3,1,3,22653,1,20,4,3,1,1,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7628.0
53,238,1,1,682,4,34,3,2,1,7507,7,20,4,4,0,18,2,4,14,7,10,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2593.0
34,1397,1,5,683,2,42,3,1,4,7660,1,12,3,4,1,10,4,2,10,9,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3033.0
45,306,26,4,684,1,100,3,2,1,5630,2,14,3,4,2,5,4,3,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2012.0
26,991,6,3,686,3,71,3,1,4,17759,1,13,3,3,1,3,2,3,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6273.67
37,482,3,3,689,3,36,3,3,3,9606,1,15,3,3,1,10,2,3,10,7,8,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3374.67
29,1176,3,2,690,2,62,3,2,3,3487,1,14,3,1,1,6,5,2,6,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1575.0
35,1017,6,4,691,2,82,1,2,4,19368,1,13,3,2,0,17,3,3,17,11,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6822.33
33,1296,6,3,692,3,30,3,2,4,5335,3,23,4,3,1,15,2,1,13,11,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2220.33
54,397,19,4,698,3,88,3,3,2,6729,2,15,3,3,1,16,1,4,9,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2404.67
36,913,9,2,699,2,48,2,2,2,13934,2,11,3,3,1,13,2,3,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4965.0
27,1115,3,4,700,1,54,2,1,4,15174,0,13,3,4,0,5,0,3,4,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5447.67
20,1362,10,1,701,4,32,3,1,3,26999,1,11,3,4,0,1,5,3,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,9464.33
33,1076,3,3,702,1,70,3,1,1,3164,1,11,3,1,0,10,3,3,10,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1436.67
35,727,3,3,704,3,41,2,1,3,16900,1,18,3,3,2,1,3,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5889.33
23,885,4,3,705,1,58,4,1,1,8544,2,16,3,1,1,5,3,4,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3162.33
25,810,8,3,707,4,57,4,2,2,15678,0,22,4,3,1,4,4,3,3,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5515.0
38,243,7,4,709,4,46,2,2,4,7791,0,20,4,1,0,8,2,3,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2693.33
29,806,1,4,710,2,76,1,1,4,18959,1,18,3,4,1,10,5,3,10,7,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6613.67
48,817,2,1,712,2,56,4,2,2,18597,3,12,3,4,0,12,3,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6490.0
27,1410,3,1,714,4,71,4,2,4,16673,1,20,4,2,2,6,3,3,6,5,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6051.33
37,1225,10,2,715,4,80,4,1,4,15232,3,17,3,1,0,4,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5512.33
50,1207,28,1,716,4,74,4,1,3,3297,1,11,3,3,3,20,3,3,20,8,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1526.0
34,1442,9,3,717,4,46,2,3,2,17654,1,14,3,2,0,9,3,4,8,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6380.67
24,693,3,2,720,1,65,3,2,3,24785,9,14,3,1,0,4,3,3,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,8514.33
39,408,2,4,721,4,80,2,2,3,20978,1,11,3,1,0,20,4,3,20,7,10,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7155.33
32,929,10,3,722,4,55,3,2,4,21703,1,12,3,4,0,10,2,2,10,7,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7562.33
50,562,8,2,723,2,50,3,2,3,23452,3,14,3,1,1,18,4,3,4,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,8021.33
38,827,1,4,724,2,33,4,2,4,19383,0,13,3,3,0,10,4,2,9,7,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6747.67
27,608,1,2,725,3,68,3,3,1,6009,1,11,3,4,0,9,3,3,9,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2228.33
32,1018,3,2,727,3,39,3,3,4,19373,3,15,3,4,0,10,6,3,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6810.0
47,703,14,4,728,4,42,3,2,1,11825,2,12,3,4,0,20,2,3,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4190.0
40,580,5,4,729,4,48,2,3,1,23772,5,21,4,3,1,20,2,3,18,13,12,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8133.33
53,970,7,3,730,3,59,4,4,3,13514,3,19,3,3,0,32,3,3,5,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4847.67
41,427,10,4,731,2,73,2,5,4,8861,3,15,3,2,3,23,2,2,21,6,6,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3120.33
60,1179,16,4,732,1,84,3,2,1,11924,8,14,3,4,0,10,1,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4395.67
27,294,10,2,733,4,32,3,3,1,4809,1,21,4,3,2,9,4,2,9,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1711.67
41,314,1,3,734,4,59,2,5,3,19562,1,12,3,2,1,22,3,3,22,7,10,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6645.0
50,316,8,4,738,4,54,3,1,2,9983,7,15,3,4,1,4,2,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3451.0
28,654,1,2,741,1,67,1,1,2,3872,7,13,3,4,0,10,4,3,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1531.0
36,427,8,3,742,1,63,4,3,1,20335,9,14,3,1,1,10,2,3,8,7,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6941.67
38,168,1,3,743,3,81,3,3,3,15397,4,14,3,4,0,10,4,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5215.33
44,381,24,3,744,1,49,1,1,3,2104,2,14,3,3,0,9,5,3,5,2,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,844.67
47,217,3,3,746,4,49,3,4,3,10225,9,12,3,4,2,28,2,2,22,2,13,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3497.0
30,501,27,5,747,3,99,3,2,4,25275,7,23,4,4,1,10,2,2,8,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8625.0
29,1396,10,3,749,3,99,3,1,3,2755,1,11,3,3,0,1,6,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1416.67
42,933,19,3,752,3,57,4,1,3,20366,6,12,3,4,0,7,2,3,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,7118.67
43,775,15,3,754,4,47,2,2,4,23683,3,18,3,3,1,7,5,3,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8168.33
34,970,8,2,757,2,96,3,2,3,7360,3,11,3,4,0,10,2,3,5,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2808.67
23,650,9,1,758,2,37,3,1,1,4344,1,14,3,4,1,5,2,4,4,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1677.0
39,141,3,3,760,3,44,4,2,2,18767,9,15,3,3,1,12,3,1,8,3,6,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6317.33
56,832,9,3,762,3,81,3,4,4,20420,7,11,3,3,0,30,1,2,10,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7111.0
40,804,2,1,763,4,86,2,1,4,22929,0,20,4,4,0,5,2,2,4,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7939.67
27,975,7,3,764,4,55,2,2,1,23398,8,19,3,1,0,9,2,1,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8142.67
29,1090,10,3,766,4,83,3,1,2,17967,1,14,3,4,2,2,2,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6380.0
53,346,6,3,769,4,86,3,2,4,10919,2,17,3,4,0,19,4,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3783.67
35,1225,2,4,771,4,61,3,2,1,4761,2,11,3,1,1,16,2,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2015.67
32,430,24,4,772,1,80,3,2,4,21146,1,15,3,4,2,10,2,3,10,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7218.67
38,268,2,5,773,4,92,3,1,3,20471,6,13,3,2,1,6,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6943.67
34,167,8,5,775,2,32,3,2,1,4187,3,14,3,3,1,7,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1462.0
52,621,3,4,776,3,31,2,4,1,10084,1,11,3,1,0,34,3,4,34,6,16,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3578.67
33,527,1,4,780,4,63,3,1,4,5207,1,13,3,3,0,10,2,2,10,9,8,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1932.33
25,883,26,1,781,3,32,3,2,4,22807,1,23,4,2,0,6,5,2,6,5,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7907.33
45,954,2,2,783,2,46,1,2,3,12388,0,13,3,1,0,9,3,3,8,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4462.67
23,310,10,1,784,1,79,4,1,3,19630,1,18,3,4,0,2,3,3,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6673.0
47,719,27,2,785,2,77,4,2,3,10339,4,12,3,4,0,8,2,3,5,4,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3711.67
34,304,2,3,786,4,60,3,2,4,18686,1,22,4,3,0,6,5,3,6,5,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6350.0
55,725,2,3,787,4,78,3,5,1,21199,5,13,3,4,1,24,2,3,5,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,7334.0
36,1434,8,4,789,1,76,2,3,1,14229,1,15,3,2,0,10,1,3,10,7,9,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5246.33
52,715,19,4,791,4,41,3,1,4,26589,0,18,3,1,1,5,3,3,4,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,9115.0
26,575,1,2,792,1,71,1,1,4,5288,3,14,3,1,1,5,2,3,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1978.0
29,657,27,3,793,2,66,3,2,3,25549,4,12,3,1,1,11,3,2,8,7,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8757.33
26,1146,8,3,796,4,38,2,2,1,3064,6,17,3,3,0,6,2,2,4,3,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1416.0
34,182,1,4,797,2,72,4,1,4,13551,2,16,3,3,0,10,2,3,4,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4601.67
54,376,19,4,799,4,95,3,2,1,22670,9,11,3,2,2,9,4,3,5,3,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7713.67
27,829,8,1,800,3,84,3,2,4,24008,0,19,3,2,1,5,3,3,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8307.0
37,571,10,1,802,4,82,3,1,1,19905,0,13,3,2,2,6,3,2,5,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6852.67
38,240,2,4,803,1,75,4,2,1,26085,6,12,3,4,0,17,2,3,15,7,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8800.0
34,121,2,4,804,3,86,2,1,1,7530,1,11,3,3,0,6,3,3,6,5,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2579.0
35,384,8,4,805,1,72,3,1,4,20317,1,16,3,2,1,3,1,2,3,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6924.33
30,921,1,3,806,4,38,1,1,3,24375,3,21,4,3,2,7,2,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,8444.67
40,791,2,2,807,3,38,4,2,2,9931,1,24,4,4,1,8,2,3,8,7,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3586.67
34,1111,8,2,808,3,93,3,2,1,13305,5,17,3,2,1,6,1,3,3,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4836.33
42,570,8,3,809,2,66,3,5,4,16225,1,13,3,2,1,24,4,2,24,7,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5620.33
23,1243,6,3,811,3,63,4,1,1,3445,1,21,4,3,2,1,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1583.67
24,1092,9,3,812,3,60,2,1,2,26551,1,11,3,3,3,1,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,9234.33
52,1325,11,4,813,4,82,3,2,3,21821,8,20,4,2,1,9,3,3,5,2,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7742.67
