,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,rate_avg
368,40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6110,2,Yes,12,3,1,2,8,6,3,6,4,0,2251.0
369,31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2667.0
370,21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,25422,1,No,15,3,4,0,1,0,3,1,0,0,8556.0
371,29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,18168,9,No,16,3,4,0,6,4,3,3,2,2,6501.666666666667
372,35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,19394,9,No,19,3,3,0,10,5,3,1,1,0,6748.666666666667
373,27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,17881,1,No,11,3,2,1,5,2,3,5,2,4,6477.333333333333
374,28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,20750,1,No,16,3,4,0,7,1,3,7,5,7,7048.666666666667
375,49,No,Travel_Rarely,1261,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,12066,8,No,24,4,3,0,26,2,3,5,2,0,4452.666666666667
376,51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,14862,4,No,11,3,3,1,18,2,2,7,7,7,5375.666666666667
377,36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,11868,4,No,13,3,2,1,6,3,3,2,2,2,4097.666666666667
378,34,Yes,Non-Travel,1362,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,4652,8,Yes,13,3,2,0,9,3,2,5,2,4,2027.0
379,55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,23258,2,Yes,13,3,3,0,30,2,3,5,4,2,8222.0
380,24,No,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,5915,1,Yes,12,3,4,1,5,2,4,5,2,3,2454.3333333333335
381,30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,17434,1,No,18,3,1,1,1,3,3,1,0,0,5902.666666666667
382,26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,6582,0,No,22,4,3,0,7,2,3,6,4,4,2410.0
383,22,No,Travel_Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,24440,1,No,13,3,4,1,2,1,3,2,1,2,8245.333333333334
384,36,No,Travel_Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,3809,1,No,13,3,2,2,10,2,3,10,9,0,1344.6666666666667
385,30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,1310.3333333333333
386,37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,26914,1,No,12,3,3,1,18,2,2,18,7,17,9372.0
387,40,No,Travel_Rarely,759,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,22553,7,No,12,3,3,2,8,5,3,5,4,3,7786.0
388,42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490,3,No,16,3,2,1,8,5,3,5,2,2,6928.666666666667
389,37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,21123,2,Yes,12,3,4,0,18,2,2,1,0,1,7492.333333333333
390,43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,4345,1,No,11,3,3,1,25,3,3,25,10,9,1795.3333333333333
391,40,No,Travel_Rarely,555,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,13436,6,No,22,4,2,1,20,3,3,1,0,0,4689.666666666667
392,54,No,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,8509,4,No,11,3,3,1,24,4,2,4,2,2,3138.6666666666665
393,34,No,Non-Travel,1381,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,12740,9,No,15,3,1,1,6,3,3,3,2,2,4731.0
394,31,No,Travel_Rarely,480,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,4156,1,No,12,3,2,1,13,5,1,13,10,12,1555.6666666666667
395,43,No,Travel_Frequently,313,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,15238,7,No,20,4,1,1,8,1,3,3,2,2,5204.0
396,43,No,Travel_Rarely,1473,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227,4,Yes,14,3,4,0,8,3,3,5,2,2,1258.0
397,25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,12090,1,Yes,11,3,2,0,5,3,3,5,4,3,4360.0
398,37,No,Non-Travel,1063,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,23866,3,Yes,15,3,1,2,15,2,3,13,11,7,8333.666666666666
399,31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,16193,1,No,12,3,3,1,4,3,3,4,2,2,5540.0
400,39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,8213,1,Yes,14,3,3,1,21,3,3,21,8,6,3161.0
401,56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,18256,9,No,11,3,4,3,36,0,2,7,7,7,6416.0
402,30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,19558,0,No,11,3,2,0,6,6,3,5,4,4,6907.666666666667
403,41,No,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,19566,1,No,16,3,3,1,10,2,3,10,7,7,6753.333333333333
404,28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535,1,No,12,3,4,1,10,2,3,10,0,8,4971.333333333333
405,25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,9396,5,No,13,3,3,1,6,5,3,2,2,2,3391.6666666666665
406,52,No,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,19609,2,Yes,14,3,3,0,28,4,3,5,4,4,6655.666666666667
407,45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,9655,3,No,21,4,4,2,8,3,2,2,2,2,3305.3333333333335
408,52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,10310,2,No,13,3,4,0,31,2,1,5,2,4,3943.3333333333335
409,42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,12932,2,No,11,3,2,1,19,3,3,5,4,2,4518.666666666667
410,30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,24793,2,No,20,4,3,0,11,2,3,5,4,2,8384.333333333334
411,60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,3854,5,No,11,3,4,0,33,5,1,29,8,10,1439.0
412,46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314,2,No,14,3,3,1,19,5,2,10,7,8,9295.333333333334
413,42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4386,0,No,11,3,4,3,7,4,4,6,5,4,1947.3333333333333
414,24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,21972,1,Yes,16,3,2,0,6,4,3,5,3,4,7827.333333333333
415,34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,12253,0,No,16,3,4,1,3,3,2,2,2,0,4194.0
416,38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,4546.0
417,40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,13022,0,No,14,3,4,0,21,2,3,20,15,12,4833.0
418,26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,3032,1,No,22,4,2,2,3,3,1,3,2,2,1490.3333333333333
419,30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,16734,4,No,15,3,3,1,9,3,1,5,3,4,6062.333333333333
420,29,No,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,21526,1,No,18,3,3,0,10,2,3,10,2,7,7535.0
421,29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,18300,5,No,16,3,2,0,6,2,4,2,2,1,6259.666666666667
422,19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,18437,1,No,12,3,3,0,1,3,4,1,0,0,6326.0
423,30,No,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,2890,0,No,11,3,3,0,10,3,3,9,8,8,1452.3333333333333
424,57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,22102,3,No,12,3,3,1,32,3,2,1,0,0,7456.0
425,50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,9314,0,No,15,3,2,1,28,2,3,27,10,7,3500.3333333333335
426,30,No,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,7181,0,No,14,3,3,0,12,2,2,11,7,7,2782.0
427,60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,2845,4,No,19,3,4,0,22,5,4,18,13,11,1474.6666666666667
428,47,No,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,5,No,13,3,3,3,20,2,3,5,0,4,2812.3333333333335
429,46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,2288,6,No,13,3,3,0,26,2,1,3,2,1,1116.0
430,35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,19225,0,No,15,3,3,0,6,2,3,5,4,3,6471.666666666667
431,54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,23428,7,No,11,3,3,0,19,3,3,1,0,0,8006.0
432,34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,8416,3,No,12,3,3,1,14,3,3,7,3,7,3260.3333333333335
433,46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,11563,2,Yes,19,3,3,1,15,3,3,3,2,2,4260.666666666667
434,31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394,1,No,25,4,4,1,13,6,4,13,8,8,5233.666666666667
435,33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,8650.666666666666
436,33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705,7,No,13,3,1,3,8,2,3,4,3,3,2443.3333333333335
437,30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,18398,0,No,14,3,1,0,4,3,3,3,2,2,6289.333333333333
438,35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,5214.333333333333
439,31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,22908,3,No,12,3,1,0,12,2,3,1,0,0,7836.0
440,34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,11533,9,Yes,15,3,3,3,11,2,3,3,2,2,4188.0
441,42,No,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,9260,4,No,17,3,4,1,8,4,3,2,2,0,3610.3333333333335
442,36,No,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,15318,1,No,14,3,4,0,10,3,2,10,3,7,5328.333333333333
443,22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,9129,5,No,16,3,3,0,4,3,3,2,2,2,3532.0
444,48,No,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,19658,2,No,14,3,1,1,14,2,3,9,7,7,6619.333333333333
445,55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,9873,3,No,23,4,4,0,37,2,3,10,9,7,3691.0
446,41,No,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,13430,7,No,14,3,4,0,16,3,3,14,3,10,4584.333333333333
447,35,No,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,18659,9,No,11,3,3,0,15,2,3,11,9,9,6454.333333333333
448,40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,20364,7,No,15,3,3,0,22,3,3,20,6,13,6913.666666666667
449,39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,17872,1,No,11,3,1,1,8,3,3,8,3,7,6121.0
450,31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,8346,4,Yes,13,3,3,0,10,2,4,6,5,5,3083.6666666666665
451,42,No,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,6950,1,Yes,21,4,4,1,10,5,2,10,9,8,2441.6666666666665
452,45,No,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,16177,0,No,19,3,2,1,9,3,4,8,7,7,5599.666666666667
453,26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,22808,0,Yes,11,3,2,1,8,2,2,7,7,0,7764.0
454,29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645,4,No,12,3,2,2,8,2,4,3,2,2,7637.0
455,33,No,Travel_Rarely,922,Research & Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,22578,4,No,19,3,3,1,10,2,3,6,1,5,7865.0
456,31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,25291,9,No,21,4,3,1,10,3,2,5,4,1,8674.333333333334
457,18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,3144.6666666666665
458,40,No,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,11373,3,No,15,3,3,1,20,2,3,1,0,1,4175.0
459,41,No,Non-Travel,509,Research & Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,2112,2,Yes,17,3,1,0,10,3,3,8,7,7,894.3333333333334
460,26,No,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4267,5,No,12,3,1,2,8,5,3,0,0,0,1695.6666666666667
461,35,No,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,6698,1,No,16,3,4,0,5,3,3,5,4,3,2324.3333333333335
462,34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,19921,1,No,12,3,4,0,10,3,3,10,7,7,6751.0
463,26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,7916.666666666667
464,37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,23848,4,No,17,3,4,0,12,3,4,6,5,2,8235.333333333334
465,46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,8984,5,No,11,3,4,0,28,3,2,2,2,2,3368.0
466,41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,5626,7,No,16,3,2,1,22,2,3,18,16,8,2331.0
467,37,No,Non-Travel,142,Sales,9,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,24666,1,No,13,3,4,1,9,6,3,9,5,7,8292.333333333334
468,52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,22087,3,Yes,12,3,2,2,18,3,3,10,9,9,7707.0
469,32,Yes,Non-Travel,1474,Sales,11,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,23914,8,No,12,3,4,0,6,2,3,4,2,2,8482.666666666666
470,24,No,Travel_Frequently,535,Sales,24,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,5530,0,No,13,3,3,2,3,3,3,2,2,1,2034.3333333333333
471,38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,22174,3,No,19,3,3,1,18,4,3,1,0,0,7915.0
472,37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,15701,6,No,12,3,2,1,8,2,2,6,5,3,5404.0
473,49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,2125,1,Yes,17,3,3,1,31,5,3,31,9,9,1142.6666666666667
474,24,No,Travel_Rarely,691,Research & Development,23,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,21630,1,Yes,11,3,2,2,6,3,3,6,5,4,7470.0
475,26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,7428,1,No,20,4,4,2,6,5,4,5,3,4,2732.3333333333335
476,24,No,Travel_Rarely,823,Research & Development,17,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,9100,1,No,21,4,4,1,1,2,3,1,0,0,3339.0
477,50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,7999,1,No,11,3,3,1,32,2,3,32,5,7,3114.6666666666665
478,25,No,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,26376,1,No,11,3,3,0,7,1,3,7,4,6,9012.666666666666
479,24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,14168,1,Yes,16,3,4,1,6,4,3,6,3,2,5170.0
480,30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,14470,1,No,18,3,3,1,1,2,4,1,0,0,4997.333333333333
481,34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,22794,1,Yes,13,3,4,1,6,3,3,6,5,3,7710.333333333333
482,31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,11512,2,No,17,3,3,0,9,2,1,3,1,2,4307.666666666667
483,35,No,Travel_Rarely,538,Research & Development,25,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,14004,4,No,14,3,4,0,9,3,3,3,2,2,4865.333333333333
484,31,No,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,6219,4,No,22,4,4,2,13,4,4,7,7,7,2270.0
485,27,No,Travel_Rarely,798,Research & Development,6,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,5013,0,No,12,3,3,2,6,5,2,5,3,3,1959.0
486,37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,3010,4,Yes,11,3,3,1,17,3,2,3,0,0,1214.3333333333333
487,20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,11757,1,No,13,3,4,0,1,0,4,1,0,0,4266.333333333333
488,42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,5718,1,No,13,3,2,2,10,4,3,10,2,2,2140.3333333333335
489,43,No,Travel_Rarely,782,Research & Development,6,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,1167.6666666666667
490,38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,14561,3,No,17,3,4,0,8,3,2,0,0,0,4988.666666666667
491,43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,19627,3,Yes,13,3,2,1,10,3,3,8,7,7,6900.0
492,48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,17997,7,No,11,3,1,1,21,3,1,3,2,2,6424.333333333333
493,44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,26894,4,No,11,3,2,0,10,1,4,2,2,2,9352.0
494,34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,2912,1,Yes,18,3,4,2,8,3,3,8,2,6,1049.0
495,27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,16346,0,No,11,3,2,1,5,3,3,4,3,2,5950.333333333333
496,21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,24444,1,No,11,3,3,0,3,2,3,3,2,2,8612.0
497,44,No,Travel_Rarely,1315,Research & Development,3,4,Other,671,4,Male,35,3,5,Manager,4,Married,9358,4,Yes,12,3,1,1,26,2,4,2,2,1,3569.3333333333335
498,22,No,Travel_Rarely,604,Research & Development,6,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,12145,0,No,20,4,4,0,3,3,3,2,2,2,4272.666666666667
499,33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,20431,0,No,12,3,4,0,6,3,3,5,0,2,7228.666666666667
500,32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,18089,1,Yes,12,3,4,1,6,2,2,6,4,5,6275.666666666667
501,30,No,Travel_Frequently,160,Research & Development,3,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,22653,1,No,20,4,3,1,1,2,3,1,0,0,7628.0
502,53,No,Travel_Rarely,238,Sales,1,1,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,7507,7,No,20,4,4,0,18,2,4,14,7,10,2593.0
503,34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,7660,1,No,12,3,4,1,10,4,2,10,9,8,3033.0
504,45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,5630,2,No,14,3,4,2,5,4,3,1,1,0,2012.0
505,26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,17759,1,Yes,13,3,3,1,3,2,3,3,2,2,6273.666666666667
506,37,No,Travel_Rarely,482,Research & Development,3,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9606,1,No,15,3,3,1,10,2,3,10,7,8,3374.6666666666665
507,29,No,Travel_Rarely,1176,Sales,3,2,Medical,690,2,Female,62,3,2,Sales Executive,3,Married,3487,1,No,14,3,1,1,6,5,2,6,0,2,1575.0
508,35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,19368,1,No,13,3,2,0,17,3,3,17,11,8,6822.333333333333
509,33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,5335,3,No,23,4,3,1,15,2,1,13,11,7,2220.3333333333335
510,54,No,Travel_Rarely,397,Human Resources,19,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,6729,2,No,15,3,3,1,16,1,4,9,7,1,2404.6666666666665
511,36,No,Travel_Rarely,913,Research & Development,9,2,Medical,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,13934,2,Yes,11,3,3,1,13,2,3,3,2,2,4965.0
512,27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,700,1,Male,54,2,1,Research Scientist,4,Single,15174,0,No,13,3,4,0,5,0,3,4,2,1,5447.666666666667
513,20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,9464.333333333334
514,33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3164,1,Yes,11,3,1,0,10,3,3,10,8,7,1436.6666666666667
515,35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,16900,1,No,18,3,3,2,1,3,3,1,0,0,5889.333333333333
