age,daily_rate,distance_from_home,education,employee_number,environment_satisfaction,hourly_rate,job_involvement,job_level,job_satisfaction,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,rate_avg,business_travel_non-_travel,business_travel_travel_frequently,business_travel_travel_rarely,department_human_resources,department_research&_development,department_sales,education_field_human_resources,education_field_life_sciences,education_field_marketing,education_field_medical,education_field_other,education_field_technical_degree,gender_female,gender_male,job_role_healthcare_representative,job_role_human_resources,job_role_laboratory_technician,job_role_manager,job_role_manufacturing_director,job_role_research_director,job_role_research_scientist,job_role_sales_executive,job_role_sales_representative,marital_status_divorced,marital_status_married,marital_status_single,over_time_no,over_time_yes,attrition
37,921,10,3,486,3,98,3,1,1,17663,6,20,4,2,1,17,3,3,5,4,3,6227.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
46,1144,7,4,487,3,30,3,2,3,16044,2,14,3,3,0,7,2,4,1,0,0,5739.333333,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
41,143,4,3,488,1,56,3,2,2,9558,1,18,3,3,0,8,5,3,8,7,7,3252.333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
50,1046,10,3,491,4,100,2,3,4,2755,6,15,3,4,0,20,2,3,4,3,3,1300.333333,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40,575,22,2,492,3,68,2,2,3,6110,2,12,3,1,2,8,6,3,6,4,0,2251,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
31,408,9,4,493,3,42,2,1,2,7551,0,16,3,4,0,3,5,3,2,2,2,2667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21,156,12,3,494,3,90,4,1,2,25422,1,15,3,4,0,1,0,3,1,0,0,8556,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
29,1283,23,3,495,4,54,3,1,4,18168,9,16,3,4,0,6,4,3,3,2,2,6501.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35,755,9,4,496,3,97,2,2,2,19394,9,19,3,3,0,10,5,3,1,1,0,6748.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27,1469,1,2,497,4,82,3,1,2,17881,1,11,3,2,1,5,2,3,5,2,4,6477.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28,304,9,4,498,2,92,3,2,4,20750,1,16,3,4,0,7,1,3,7,5,7,7048.666667,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
49,1261,7,3,499,2,31,2,3,3,12066,8,24,4,3,0,26,2,3,5,2,0,4452.666667,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
51,1178,14,2,500,3,87,3,2,4,14862,4,11,3,3,1,18,2,2,7,7,7,5375.666667,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
36,329,2,3,501,4,96,3,1,3,11868,4,13,3,2,1,6,3,3,2,2,2,4097.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
34,1362,19,3,502,1,67,4,2,4,4652,8,13,3,2,0,9,3,2,5,2,4,2027,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
55,1311,2,3,505,3,97,3,4,4,23258,2,13,3,3,0,30,2,3,5,4,2,8222,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
24,1371,10,4,507,4,77,3,2,3,5915,1,12,3,4,1,5,2,4,5,2,3,2454.333333,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
30,202,2,1,508,3,72,3,1,2,17434,1,18,3,1,1,1,3,3,1,0,0,5902.666667,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
26,575,3,1,510,3,73,3,1,1,6582,0,22,4,3,0,7,2,3,6,4,4,2410,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
22,253,11,3,511,1,43,3,1,2,24440,1,13,3,4,1,2,1,3,2,1,2,8245.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
36,164,2,2,513,2,61,2,3,3,3809,1,13,3,2,2,10,2,3,10,9,0,1344.666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
30,464,4,3,514,3,40,3,1,4,3427,9,23,4,3,0,3,4,3,1,0,0,1310.333333,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
37,1107,14,3,515,4,95,3,1,1,26914,1,12,3,3,1,18,2,2,18,7,17,9372,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
40,759,2,2,516,4,46,3,2,2,22553,7,12,3,3,2,8,5,3,5,4,3,7786,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
42,201,1,4,517,2,95,3,1,1,20490,3,16,3,2,1,8,5,3,5,2,2,6928.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
37,1305,10,4,518,3,49,3,2,2,21123,2,12,3,4,0,18,2,2,1,0,1,7492.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
43,982,12,3,520,1,59,2,4,2,4345,1,11,3,3,1,25,3,3,25,10,9,1795.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
40,555,2,3,521,2,78,2,2,3,13436,6,22,4,2,1,20,3,3,1,0,0,4689.666667,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
54,821,5,2,522,1,86,3,5,1,8509,4,11,3,3,1,24,4,2,4,2,2,3138.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
34,1381,4,4,523,3,72,3,2,3,12740,9,15,3,1,1,6,3,3,3,2,2,4731,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31,480,7,2,524,2,31,3,2,1,4156,1,12,3,2,1,13,5,1,13,10,12,1555.666667,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
43,313,21,3,525,4,61,3,1,4,15238,7,20,4,1,1,8,1,3,3,2,2,5204,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
43,1473,8,4,526,3,74,3,2,3,2227,4,14,3,4,0,8,3,3,5,2,2,1258,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25,891,4,2,527,2,99,2,2,4,12090,1,11,3,2,0,5,3,3,5,4,3,4360,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
37,1063,25,5,529,2,72,3,2,3,23866,3,15,3,1,2,15,2,3,13,11,7,8333.666667,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31,329,1,2,530,4,98,2,1,1,16193,1,12,3,3,1,4,3,3,4,2,2,5540,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
39,1218,1,1,531,2,52,3,5,3,8213,1,14,3,3,1,21,3,3,21,8,6,3161,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
56,906,6,3,532,3,86,4,4,1,18256,9,11,3,4,3,36,0,2,7,7,7,6416,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
30,1082,12,3,533,2,83,3,2,3,19558,0,11,3,2,0,6,6,3,5,4,4,6907.666667,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
41,645,1,3,534,2,49,4,3,1,19566,1,16,3,3,1,10,2,3,10,7,7,6753.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
28,1300,17,2,536,3,79,3,2,1,13535,1,12,3,4,1,10,2,3,10,0,8,4971.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
25,688,3,3,538,1,91,3,1,1,9396,5,13,3,3,1,6,5,3,2,2,2,3391.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
52,319,3,3,543,4,39,2,3,3,19609,2,14,3,3,0,28,4,3,5,4,4,6655.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
45,192,10,2,544,1,69,3,1,4,9655,3,21,4,4,2,8,3,2,2,2,2,3305.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
52,1490,4,2,546,4,30,3,4,4,10310,2,13,3,4,0,31,2,1,5,2,4,3943.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,532,29,2,547,1,92,3,2,3,12932,2,11,3,2,1,19,3,3,5,4,2,4518.666667,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
30,317,2,3,548,3,43,1,2,4,24793,2,20,4,3,0,11,2,3,5,4,2,8384.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
60,422,7,3,549,1,41,3,5,1,3854,5,11,3,4,0,33,5,1,29,8,10,1439,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46,1485,18,3,550,3,87,3,2,3,26314,2,14,3,3,1,19,5,2,10,7,8,9295.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
42,1368,28,4,551,4,88,2,2,4,4386,0,11,3,4,3,7,4,4,6,5,4,1947.333333,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24,1448,1,1,554,1,62,3,1,2,21972,1,16,3,2,0,6,4,3,5,3,4,7827.333333,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
34,296,6,2,555,4,33,1,1,3,12253,0,16,3,4,1,3,3,2,2,2,0,4194,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
38,1490,2,2,556,4,42,3,1,4,12106,1,23,4,3,1,1,3,3,1,0,0,4546,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
40,1398,2,4,558,3,79,3,5,3,13022,0,14,3,4,0,21,2,3,20,15,12,4833,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
26,1349,23,3,560,1,90,3,1,4,3032,1,22,4,2,2,3,3,1,3,2,2,1490.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
30,1400,3,3,562,3,53,3,1,4,16734,4,15,3,3,1,9,3,1,5,3,4,6062.333333,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
29,986,3,4,564,2,93,2,3,3,21526,1,18,3,3,0,10,2,3,10,2,7,7535,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
29,408,25,5,565,3,71,2,1,2,18300,5,16,3,2,0,6,2,4,2,2,1,6259.666667,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
19,489,2,2,566,1,52,2,1,4,18437,1,12,3,3,0,1,3,4,1,0,0,6326,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
30,1398,22,4,567,3,69,3,3,1,2890,0,11,3,3,0,10,3,3,9,8,8,1452.333333,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
57,210,29,3,568,1,56,2,4,4,22102,3,12,3,3,1,32,3,2,1,0,0,7456,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50,1099,29,4,569,2,88,2,4,3,9314,0,15,3,2,1,28,2,3,27,10,7,3500.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,1116,2,3,571,3,49,3,1,4,7181,0,14,3,3,0,12,2,2,11,7,7,2782,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
60,1499,28,3,573,3,80,2,3,1,2845,4,19,3,4,0,22,5,4,18,13,11,1474.666667,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47,983,2,2,574,1,65,3,2,4,7389,5,13,3,3,3,20,2,3,5,0,4,2812.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
46,1009,2,3,575,1,51,3,4,3,2288,6,13,3,3,0,26,2,1,3,2,1,1116,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
35,144,22,3,577,4,46,1,1,3,19225,0,15,3,3,0,6,2,3,5,4,3,6471.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
54,548,8,4,578,3,42,3,2,3,23428,7,11,3,3,0,19,3,3,1,0,0,8006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
34,1303,2,4,579,4,62,2,1,3,8416,3,12,3,3,1,14,3,3,7,3,7,3260.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
46,1125,10,3,580,3,94,2,3,4,11563,2,19,3,3,1,15,3,3,3,2,2,4260.666667,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
31,1274,9,1,581,3,33,3,3,2,14394,1,25,4,4,1,13,6,4,13,8,8,5233.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
33,1277,15,1,582,2,56,3,3,3,24619,7,12,3,4,0,15,2,4,7,6,7,8650.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
33,587,10,1,584,1,38,1,1,4,6705,7,13,3,1,3,8,2,3,4,3,3,2443.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
30,413,7,1,585,4,57,3,1,2,18398,0,14,3,1,0,4,3,3,3,2,2,6289.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
35,1276,16,3,586,4,72,3,3,3,14295,4,12,3,3,0,10,2,3,8,7,0,5214.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,534,20,3,587,1,66,3,3,3,22908,3,12,3,1,0,12,2,3,1,0,0,7836,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34,988,23,3,590,2,43,3,3,1,11533,9,15,3,3,3,11,2,3,3,2,2,4188,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
42,1474,5,2,591,2,97,3,1,3,9260,4,17,3,4,1,8,4,3,2,2,0,3610.333333,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
36,635,10,4,592,2,32,3,3,4,15318,1,14,3,4,0,10,3,2,10,3,7,5328.333333,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
22,1368,4,1,593,3,99,2,1,3,9129,5,16,3,3,0,4,3,3,2,2,2,3532,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
48,163,2,5,595,2,37,3,2,4,19658,2,14,3,1,1,14,2,3,9,7,7,6619.333333,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
55,1117,18,5,597,1,83,3,4,2,9873,3,23,4,4,0,37,2,3,10,9,7,3691,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
41,267,10,2,599,4,56,3,2,4,13430,7,14,3,4,0,16,3,3,14,3,10,4584.333333,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
35,619,1,3,600,2,85,3,2,3,18659,9,11,3,3,0,15,2,3,11,9,9,6454.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
40,302,6,3,601,2,75,3,4,3,20364,7,15,3,3,0,22,3,3,20,6,13,6913.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
39,443,8,1,602,3,48,3,1,3,17872,1,11,3,1,1,8,3,3,8,3,7,6121,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
31,828,2,1,604,2,77,3,2,4,8346,4,13,3,3,0,10,2,4,6,5,5,3083.666667,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
42,319,24,3,605,4,56,3,3,1,6950,1,21,4,4,1,10,5,2,10,9,8,2441.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
45,561,2,3,606,4,61,3,2,2,16177,0,19,3,2,1,9,3,4,8,7,7,5599.666667,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
26,426,17,4,608,2,58,3,1,3,22808,0,11,3,2,1,8,2,2,7,7,0,7764,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
29,232,19,3,611,4,34,3,2,4,22645,4,12,3,2,2,8,2,4,3,2,2,7637,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
33,922,1,5,612,1,95,4,4,3,22578,4,19,3,3,1,10,2,3,6,1,5,7865,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
31,688,7,3,613,3,44,2,3,4,25291,9,21,4,3,1,10,3,2,5,4,1,8674.333333,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
18,1306,5,3,614,2,69,3,1,2,8059,1,14,3,4,0,0,3,3,0,0,0,3144.666667,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
40,1094,28,3,615,3,58,1,3,1,11373,3,15,3,3,1,20,2,3,1,0,1,4175,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
41,509,2,4,616,1,62,2,2,3,2112,2,17,3,1,0,10,3,3,8,7,7,894.3333333,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26,775,29,2,618,1,45,3,2,3,4267,5,12,3,1,2,8,5,3,0,0,0,1695.666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
35,195,1,3,620,1,80,3,2,3,6698,1,16,3,4,0,5,3,3,5,4,3,2324.333333,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
34,258,21,4,621,4,74,4,2,4,19921,1,12,3,4,0,10,3,3,10,7,7,6751,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
26,471,24,3,622,3,66,1,1,4,23213,1,18,3,2,0,1,3,1,1,0,0,7916.666667,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
37,799,1,3,623,2,59,3,3,4,23848,4,17,3,4,0,12,3,4,6,5,2,8235.333333,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
46,1034,18,1,624,1,86,3,3,3,8984,5,11,3,4,0,28,3,2,2,2,2,3368,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41,1276,2,5,625,2,91,3,4,1,5626,7,16,3,2,1,22,2,3,18,16,8,2331,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
37,142,9,4,626,1,69,3,3,2,24666,1,13,3,4,1,9,6,3,9,5,7,8292.333333,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
52,956,6,2,630,4,78,3,2,1,22087,3,12,3,2,2,18,3,3,10,9,9,7707,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
32,1474,11,4,631,4,60,4,2,3,23914,8,12,3,4,0,6,2,3,4,2,2,8482.666667,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
24,535,24,3,632,4,38,3,1,4,5530,0,13,3,3,2,3,3,3,2,2,1,2034.333333,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
38,1495,10,3,634,3,76,3,2,3,22174,3,19,3,3,1,18,4,3,1,0,0,7915,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,446,1,4,635,2,65,3,2,2,15701,6,12,3,2,1,8,2,2,6,5,3,5404,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
49,1245,18,4,638,4,58,2,5,3,2125,1,17,3,3,1,31,5,3,31,9,9,1142.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24,691,23,3,639,2,89,4,1,4,21630,1,11,3,2,2,6,3,3,6,5,4,7470,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
26,703,28,2,641,1,66,3,2,2,7428,1,20,4,4,2,6,5,4,5,3,4,2732.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24,823,17,2,643,4,94,2,1,2,9100,1,21,4,4,1,1,2,3,1,0,0,3339,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
50,1246,3,3,644,1,99,3,5,2,7999,1,11,3,3,1,32,2,3,32,5,7,3114.666667,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25,622,13,1,645,2,40,3,1,3,26376,1,11,3,3,0,7,1,3,7,4,6,9012.666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24,1287,7,3,647,1,55,3,1,3,14168,1,16,3,4,1,6,4,3,6,3,2,5170,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
30,448,12,4,648,2,74,2,1,1,14470,1,18,3,3,1,1,2,4,1,0,0,4997.333333,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
34,254,1,2,649,2,83,2,1,4,22794,1,13,3,4,1,6,3,3,6,5,3,7710.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31,1365,13,4,650,2,46,3,2,1,11512,2,17,3,3,0,9,2,1,3,1,2,4307.666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
35,538,25,2,652,1,54,2,2,4,14004,4,14,3,4,0,9,3,3,3,2,2,4865.333333,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
31,525,6,4,653,1,66,4,2,4,6219,4,22,4,4,2,13,4,4,7,7,7,2270,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
27,798,6,4,655,1,66,2,1,3,5013,0,12,3,3,2,6,5,2,5,3,3,1959,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
37,558,2,3,656,4,75,3,2,3,3010,4,11,3,3,1,17,3,2,3,0,0,1214.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20,959,1,3,657,4,83,2,1,2,11757,1,13,3,4,0,1,0,4,1,0,0,4266.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
42,622,2,4,659,3,81,3,2,4,5718,1,13,3,2,2,10,4,3,10,2,2,2140.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
